iter	RMSE
235	9.289690825
236	9.283090936
237	9.277784298
238	9.267346593
239	9.261260572
240	9.256138527
241	9.248820985
242	9.242598869
243	9.232486888
244	9.220287886
245	9.214721835
246	9.207660666
247	9.203476899
248	9.197099199
249	9.1879775
250	9.178839408
251	9.168452704
252	9.163917171
253	9.15546814
254	9.144561758
255	9.138841004
256	9.13030025
257	9.120175328
258	9.114879362
259	9.103829948
260	9.096817595
261	9.090229543
262	9.085551868
263	9.077669764
264	9.072071242
265	9.065785341
266	9.056814244
267	9.049946122
268	9.039646236
269	9.033976167
270	9.029075467
271	9.024143697
272	9.019694525
273	9.012832237
274	9.004611049
275	8.99884015
276	8.993415047
277	8.986566285
278	8.978900304
279	8.975198404
280	8.971496156
281	8.964652396
282	8.955993723
283	8.950776415
284	8.946039913
285	8.942676034
286	8.936882253
287	8.934188794
288	8.928425754
289	8.923384873
290	8.911001881
291	8.90397587
292	8.896905998
293	8.891756618
294	8.888489658
295	8.881177061
296	8.873380582
297	8.866633883
298	8.85789612
299	8.854877372
300	8.848859936
301	8.843409103
302	8.840230138
303	8.831240883
304	8.828778627
305	8.824006086
306	8.819010393
307	8.810801255
308	8.803798242
309	8.795867554
310	8.791637442
311	8.784227686
312	8.777579294
313	8.771961907
314	8.766132241
315	8.757962143
316	8.751870472
317	8.744711713
318	8.740495785
319	8.736170231
320	8.729725033
321	8.722155441
322	8.717378407
323	8.709831668
324	8.699698004
325	8.688510528
326	8.682640132
327	8.679707053
328	8.674049095
329	8.66813176
330	8.662783768
331	8.657429392
332	8.651882049
333	8.6464453
334	8.640882565
335	8.634935326
336	8.631488489
337	8.626556461
338	8.621325432
339	8.612327117
340	8.610078252
341	8.603198933
342	8.599971717
343	8.595648983
344	8.588802974
345	8.586751482
346	8.58133694
347	8.577391742
348	8.57189175
349	8.565749595
350	8.560438379
351	8.554123589
352	8.551359191
353	8.545820214
354	8.540196563
355	8.535979152
356	8.530876693
357	8.523715147
358	8.517212016
359	8.513694791
360	8.506029689
361	8.501102625
362	8.496268979
363	8.49219027
364	8.485331557
365	8.482015321
366	8.477662846
367	8.470417511
368	8.46365774
369	8.45718136
370	8.452567298
371	8.448900862
372	8.442082491
373	8.437982416
374	8.430677752
375	8.425857131
376	8.4241234
377	8.418863206
378	8.416635075
379	8.410856302
380	8.408235414
381	8.400754176
382	8.396364491
383	8.390697132
384	8.386614198
385	8.383007264
386	8.378821133
387	8.375191175
388	8.367518804
389	8.363098252
390	8.357039325
391	8.353711319
392	8.347665955
393	8.342789621
394	8.337939285
395	8.331860177
396	8.327530244
397	8.322335029
398	8.318249707
399	8.310410169
400	8.305430335
401	8.301850874
402	8.296141057
403	8.292475219
404	8.288096584
405	8.285578092
406	8.280134682
407	8.274644896
408	8.270429001
409	8.266992794
410	8.264154758
411	8.26016354
412	8.257529126
413	8.252725439
414	8.250261546
415	8.245452463
416	8.242997239
417	8.239770852
418	8.232960054
419	8.229858447
420	8.225849332
421	8.214877614
422	8.211281523
423	8.207675319
424	8.201984556
425	8.197591031
426	8.190671306
427	8.184021911
428	8.179559975
429	8.176489272
430	8.171939135
431	8.169715716
432	8.16366928
433	8.158856665
434	8.14963067
435	8.145473754
436	8.13867771
437	8.133937903
438	8.130711853
439	8.127128431
440	8.121736216
441	8.116185239
442	8.111912518
443	8.10668013
444	8.102635093
445	8.098904443
446	8.092740038
447	8.089652108
448	8.083390821
449	8.077134042
450	8.070438273
451	8.063424199
452	8.060590292
453	8.054238562
454	8.048987637
455	8.042799914
456	8.039068414
457	8.033933915
458	8.031113424
459	8.024042288
460	8.020874425
461	8.016069489
462	8.012327272
463	8.008876447
464	8.004833734
465	7.999423779
466	7.995000543
467	7.99035337
468	7.988251454
469	7.985479599
470	7.978879974
471	7.974962949
472	7.970441516
473	7.965819792
474	7.962756498
475	7.960504706
476	7.957550669
477	7.95346969
478	7.947934985
479	7.944128051
480	7.936167135
481	7.933099616
482	7.928678214
483	7.924802813
484	7.920777904
485	7.914379974
486	7.911361459
487	7.909029872
488	7.907126082
489	7.902574228
490	7.896563293
491	7.8929012
492	7.889223655
493	7.884942451
494	7.879661703
495	7.8769128
496	7.871566292
497	7.864647198
498	7.861620828
499	7.860531532
500	7.85750031
501	7.853337136
502	7.847703811
503	7.843477376
504	7.838823403
505	7.836909038
506	7.833720052
507	7.829244341
508	7.827406254
509	7.824323607
510	7.822397998
511	7.819657719
512	7.814935913
513	7.812344837
514	7.808672797
515	7.80516215
516	7.801180533
517	7.797946326
518	7.79682282
519	7.79349149
520	7.791673294
521	7.790012197
522	7.784819304
523	7.781346647
524	7.775804436
525	7.769399051
526	7.766158833
527	7.763146281
528	7.759616228
529	7.754056378
530	7.75147488
531	7.746930903
532	7.744757069
533	7.741127718
534	7.736623096
535	7.732847801
536	7.728699978
537	7.72458004
538	7.721800576
539	7.718962893
540	7.715735407
541	7.713455318
542	7.709542003
543	7.705435553
544	7.700014391
545	7.697883688
546	7.695536043
547	7.691325038
548	7.686889774
549	7.685000932
550	7.680389382
551	7.676402138
552	7.674394704
553	7.671498646
554	7.669098419
555	7.665611744
556	7.659918989
557	7.657368913
558	7.652574633
559	7.648726017
560	7.644324119
561	7.639587467
562	7.634557451
563	7.631401933
564	7.627422372
565	7.623795192
566	7.621175705
567	7.617039664
568	7.615510671
569	7.611217101
570	7.608182169
571	7.606866815
572	7.603668297
573	7.60067324
574	7.597233869
575	7.592149949
576	7.589366065
577	7.587687939
578	7.584181464
579	7.580534838
580	7.577518605
581	7.573443636
582	7.569560086
583	7.565513559
584	7.55952105
585	7.557388816
586	7.554707721
587	7.549115403
588	7.547792836
589	7.544419966
590	7.541666217
591	7.539286937
592	7.534610343
593	7.529259127
594	7.524971101
595	7.521608037
596	7.519064174
597	7.518200477
598	7.516049306
599	7.513420055
600	7.511243663
601	7.507473477
602	7.503333008
603	7.498503598
604	7.495682742
605	7.493230318
606	7.491350052
607	7.487374469
608	7.483424541
609	7.480675473
610	7.479180649
611	7.47538391
612	7.472642328
613	7.467543018
614	7.463835012
615	7.460178306
616	7.457274418
617	7.454359873
618	7.453136587
619	7.451119337
620	7.444691985
621	7.44188728
622	7.440023722
623	7.438162673
624	7.436862216
625	7.432782305
626	7.429429608
627	7.425980277
628	7.422812183
629	7.420804207
630	7.418565443
631	7.415808472
632	7.412277031
633	7.408652676
634	7.406514198
635	7.404421511
636	7.40234518
637	7.400671971
638	7.398261504
639	7.394537063
640	7.391605799
641	7.388205842
642	7.384064289
643	7.38137959
644	7.378410581
645	7.374297905
646	7.371874087
647	7.368494031
648	7.365544691
649	7.361715572
650	7.35858933
651	7.355499434
652	7.351372682
653	7.346507124
654	7.34499963
655	7.342536375
656	7.34030415
657	7.337619011
658	7.335725597
659	7.3340358
660	7.330656969
661	7.329120738
662	7.327519302
663	7.322344556
664	7.32061154
665	7.31529376
666	7.312429288
667	7.30973898
668	7.307116109
669	7.304110759
670	7.301183818
671	7.297794392
672	7.293013085
673	7.290457794
674	7.288997512
675	7.286445562
676	7.284050292
677	7.280436984
678	7.279272005
679	7.275701616
680	7.272916595
681	7.269530153
682	7.266998575
683	7.264087521
684	7.259573779
685	7.256696318
686	7.253291711
687	7.250402433
688	7.247306735
689	7.243935456
690	7.241243111
691	7.23823462
692	7.235493713
693	7.233164857
694	7.229371331
695	7.227431224
696	7.223648907
697	7.220613946
698	7.217003751
699	7.212283036
700	7.210413796
701	7.207559214
702	7.205645365
703	7.202231656
704	7.199014571
705	7.19517321
706	7.191483674
707	7.187482534
708	7.185294184
709	7.18285443
710	7.179929336
711	7.176370426
712	7.174398712
713	7.171539667
714	7.170103808
715	7.167762472
716	7.1653406
717	7.162957598
718	7.161227199
719	7.154805963
720	7.153560398
721	7.152589455
722	7.149503297
723	7.147162577
724	7.145130356
725	7.141536789
726	7.139739897
727	7.134861808
728	7.132775973
729	7.129101438
730	7.127690829
731	7.124850094
732	7.122695522
733	7.120602025
734	7.117878978
735	7.115887849
736	7.113913612
737	7.112106936
738	7.10811149
739	7.104896875
740	7.102695328
741	7.098558449
742	7.095052194
743	7.090113498
744	7.085672053
745	7.080975514
746	7.077661363
747	7.073137497
748	7.070086112
749	7.068689583
750	7.066711134
751	7.063607662
752	7.060431261
753	7.057852801
754	7.054967266
755	7.051441313
756	7.048880249
757	7.045537171
758	7.043522036
759	7.042037302
760	7.039326674
761	7.03421019
762	7.031382078
763	7.02843896
764	7.025849831
765	7.023392987
766	7.020705319
767	7.018027851
768	7.014075527
769	7.010826879
770	7.00698033
771	7.004079766
772	7.002834003
773	7.000215508
774	6.997094149
775	6.993887843
776	6.991324532
777	6.989704467
778	6.98675581
779	6.981806441
780	6.979078587
781	6.977435172
782	6.974676655
783	6.97263465
784	6.969776651
785	6.968641337
786	6.966700436
787	6.963513229
788	6.961932681
789	6.96026803
790	6.958213318
791	6.955102267
792	6.951381193
793	6.94913968
794	6.945468646
795	6.943227948
796	6.940276106
797	6.936819526
798	6.935872481
799	6.932998915
800	6.931353359
801	6.92554137
802	6.923203065
803	6.921680821
804	6.918486945
805	6.915439228
806	6.913436427
807	6.91062855
808	6.907814054
809	6.904050657
810	6.90201249
811	6.900113673
812	6.89660572
813	6.891482337
814	6.888452256
815	6.887017441
816	6.885126254
817	6.883160096
818	6.880659498
819	6.877731337
820	6.874788711
821	6.873540369
822	6.870686463
823	6.867648798
824	6.866048827
825	6.865272669
826	6.86165075
827	6.859771195
828	6.856971271
829	6.853096024
830	6.849788558
831	6.847922175
832	6.846495468
833	6.845034605
834	6.842781541
835	6.838892095
836	6.834880317
837	6.834166409
838	6.830894475
839	6.827800793
840	6.824624966
841	6.821953513
842	6.819983026
843	6.817582656
844	6.815083676
845	6.812795874
846	6.811137879
847	6.809755007
848	6.807446606
849	6.804367624
850	6.801517618
851	6.797709507
852	6.794820374
853	6.791318266
854	6.788170595
855	6.785665687
856	6.78323971
857	6.781117658
858	6.778878784
859	6.776756516
860	6.774293376
861	6.772369539
862	6.769175249
863	6.766127004
864	6.764245204
865	6.762104735
866	6.760085064
867	6.758291252
868	6.756233456
869	6.753937083
870	6.752109175
871	6.750133175
872	6.748748599
873	6.746300299
874	6.744315518
875	6.742573911
876	6.741438299
877	6.739328262
878	6.738581011
879	6.736544261
880	6.73549296
881	6.731893434
882	6.730024874
883	6.728386884
884	6.724873724
885	6.721993563
886	6.719087174
887	6.71702006
888	6.714650039
889	6.711692301
890	6.709940135
891	6.708507933
892	6.706103092
893	6.699954874
894	6.696963133
895	6.69375752
896	6.689639338
897	6.688605848
898	6.68635879
899	6.683998534
900	6.682891522
901	6.680378355
902	6.678804217
903	6.675099108
904	6.671616608
905	6.668555376
906	6.664397385
907	6.661850295
908	6.660398789
909	6.65837531
910	6.655597627
911	6.653007961
912	6.649471218
913	6.647624669
914	6.645977766
915	6.644539264
916	6.642730833
917	6.641306285
918	6.640061809
919	6.636903557
920	6.634905659
921	6.630964252
922	6.628224087
923	6.625510949
924	6.624113334
925	6.621162032
926	6.620295628
927	6.618153412
928	6.61550168
929	6.614759726
930	6.61276973
931	6.608926732
932	6.606424411
933	6.603811741
934	6.602249266
935	6.599028016
936	6.596525755
937	6.594637272
938	6.593331823
939	6.592079475
940	6.591216958
941	6.58937896
942	6.585882716
943	6.584559202
944	6.583448311
945	6.582736869
946	6.580301247
947	6.578742157
948	6.577195202
949	6.575472392
950	6.573416061
951	6.570579634
952	6.567942103
953	6.565260731
954	6.562810193
955	6.560394801
956	6.558872471
957	6.55647337
958	6.554413315
959	6.551344492
960	6.548435917
961	6.546400464
962	6.543504265
963	6.542154388
964	6.539134299
965	6.537585435
966	6.536043078
967	6.533705072
968	6.532020493
969	6.530025086
970	6.528696733
971	6.527125501
972	6.525084938
973	6.523804108
974	6.521278691
975	6.519046007
976	6.51692785
977	6.515974297
978	6.513928647
979	6.51209415
980	6.50959071
981	6.506581852
982	6.505180099
983	6.503657938
984	6.50119376
985	6.499796268
986	6.498221
987	6.497615893
988	6.495032363
989	6.492579021
990	6.491172854
991	6.489971992
992	6.485373422
993	6.483061528
994	6.482082154
995	6.479614059
996	6.476174701
997	6.472304588
998	6.470025379
999	6.468182681
